,Reviewer Name,Profile Link,Country,Review Count,Review Date,Rating,Review Title,Review Text,Date of Experience
562,Rodney Davis,/users/63122e138008330013cea599,GB,4 reviews,2024-08-04T19:59:44.000Z,Rated 1 out of 5 stars,Poor book department ,"I normally give full marks for your efficiency, and still do for everything else, but not your book department I have given it zero.first I am convinced that no one in the department has ever read a book, they know nothing about them.their R hand doesn’t know what their l is doing, finding a book is like mining for gold.In short, a reorganisation is called for, with a new head",4-Aug-24
563,Richard Bernhardt,/users/66afa8935db8515466f85d36,US,1 review,2024-08-04T18:13:23.000Z,Rated 2 out of 5 stars,Unbelievable how CS only wants to dictate results,"I will keep it short and say, that when it doesn't fit in the script, they don't care.  Your problem might be new, unusual, or otherwise unique, which means it can't be handled and they don't care to find someone to handle it.  Also, when they do the wrong thing, they stonewall you into giving up.  Their immediate response when asking for a supervisor, is they are the last line of customer assistance and no one else can help, is ridiculous, especially when it is not true.  I mentioned to them, there is always information on Google and other methods, their response was I was a fool for believing Google.  All I needed help with was getting a replacement for a faulty item that I knew to exactly what I wanted.  All they could do was give excuses and make promises they would not keep.  ",4-Aug-24
564,Mr Tom,/users/5e3305a9e5a4c77cad8b719e,GB,13 reviews,2024-08-04T17:55:44.000Z,Rated 1 out of 5 stars,Withholding my refund!,"Withholding my refund!I get a different unknowledgable adviser every time I make contact with amazon and a totally different response with no resolve. I was issued a refund by amazon of £48.99 a few weeks back. I changed bank accounts a few months back and am advised by amazon that my refund has gone to the original payment method?? This does not exist anymore. My new bank has not received the refund either as the switch service has expired. So, basically amazon are refusing to give me my refund!",4-Aug-24
565,Graham,/users/520a0909000064000147b909,GB,85 reviews,2024-08-04T15:31:52.000Z,Rated 2 out of 5 stars,ZUMZEE FEBREZE PLUG INS.,ZUMZEE was advertising 3x Febreze plug in Air Fresheners for £13.99. I purchased 2 packs total £27.98. Very quick delivery. They looked like previous Febreze plug in packs. However they are very poor quality and hardly any perfume from them. Possibly they are like scented water. I will not buy any more.,27-Jul-24
566,Customer,/users/635245cb53efa4001418d68a,GB,8 reviews,2024-08-04T11:43:21.000Z,Rated 1 out of 5 stars,Appalling!,Package never arrived. Customer service just lied and provided a fake tracking number. Appalling delivery process and customer service. ,4-Aug-24
567,Helen spillman,/users/64bfa98e7cfc660012934599,GB,10 reviews,2024-08-04T11:37:53.000Z,Rated 5 out of 5 stars,Amazon is the best site for on line…,Amazon is the best site for on line shopping I buy from amazon on a regular basis. ,4-Aug-24
568,Sthefany Barroso,/users/645621481e57ba0014bacf6d,GB,3 reviews,2024-08-04T11:32:12.000Z,Rated 5 out of 5 stars,Reliable…,"Strong focus on timely and reliable delivery services. Has a wonderful customer service chat support teams, with trustable sellers.",2-Aug-24
569,Peter Searle,/users/5f76bfe81425e53a32195327,GB,11 reviews,2024-08-04T10:23:37.000Z,Rated 1 out of 5 stars,I Have been an Amazon customer for many…,"I Have been an Amazon customer for many years, but I have now closed my account due to the continual trying to make me join Prime. I have repeatedly told them many times that I am not interested, but no the still keep pestering to join. Cancelling the account sorted that problem out. Also the last few orders I made were not delivered until late evening which also was very inconvenient, and lastly I think the sale of fake goods is on the increase, I now much prefer to shop with well known stores that you can trust rather than some unknown marketplace trader who probably has links to china ",4-Aug-24
570,john appleton,/users/57d6e4d70000ff000a43b33b,GB,13 reviews,2024-08-04T10:22:36.000Z,Rated 1 out of 5 stars,Hi have just ordered  my grocery  from…,Hi have just ordered  my grocery  from Morrisons delivered by Amazon on Friday to be delivered  between 4..0pm to 6.0pm did not arrive did not have the transport  to deliver so decided  to reorder for the Saturday  ordered in the morning  to be delivered  between 6.0pm and 8.0pm received  a message  from Amazon approx 7.30pm to be told we are having trouble finding transport to deliver your goods could you wait until 10.30pm before  you or we cancel the order so this one was cancelled  as the first order.  This service  is a shambles ,2-Aug-24
571,Kristopher Mccanless,/users/588e6e280000ff000a71aa8b,US,14 reviews,2024-08-04T06:04:13.000Z,Rated 1 out of 5 stars,I placed an order for over $400,"I placed an order for over $400. Out of all of the items, only 2 were actually delivered to me. One because it was sent USPS, the other because I noticed the Amazon truck and I chased him down. I did manage to get a third item that was delivered to the wrong physical address, but I have 2 packages of USB cables and a pack of magnets that said delivered, but it was not to my address and I have not been able to find them. As for the final 2 items, they were supposed to be delivered on August 1st, but then I was sent a message saying it was delayed, it will be on August 3rd. When I reached out to customer service, I was given the run around, then finally told that if it did not arrive by the end of August 3rd to call in for a replacement. At about 8:30pm, half an hour after their own deadline for delivery. I called in for the replacements. First they say wait until the 4th, then started saying wait until the 18th of August before asking them to replace the missing items. I am charged every month for Prime, and before this past year they were usually pretty good about delivering. So far this month, the only things that have actually been delivered to me are about 5 or 6 out of over 20 items. This has gone beyond incompetence and with them thinking it is fine to make a prime member have to wait over half a month for them to get their act together is absolutely unacceptable. I was told there is a Prime guarantee, but clearly that is not true. They fail to deliver, they fail to keep their word, and now they are in fact committing fraud by saying they had a delivery guarantee and not keeping that word. I filed with the FTC and BBB because being charged that much money and then being given the run around as far as delivering what was ordered is just wrong. Do not trust Amazon to do anything other than take your money. ",30-Jul-24
572,Huubrecht Slippers,/users/66aeedc85db8511babf7fb76,US,1 review,2024-08-04T04:57:18.000Z,Rated 1 out of 5 stars,Don’t order at Amazon,"Very bad customer service and they dont help if you have a problem. Don’t order anything, your money will be gone even if you dont received your package or its broken. WATCH OUT for those thiefs!",3-Aug-24
573,Jallu Khan,/users/66aed76084281a35070f97bf,IN,1 review,2024-08-04T03:20:49.000Z,Rated 1 out of 5 stars,Fake promising company not deliver the…,Fake promising company not deliver the product on time 😔 Just waste my time ,3-Aug-24
574,Helen,/users/66aeadd703b81302476667f0,US,1 review,2024-08-04T00:23:47.000Z,Rated 1 out of 5 stars,Horrible experience,"Horrible experience. Amazon customer service is the worst. Ordered birthday presents with overnight delivery option, never received my package. Called 6 different agents, and they all keep lying to me by giving different times for delivery and at the end, still no package. I have been their customer for a long time and you think they would appreciate their customers, not at all ",3-Aug-24
575,Ronnie Williams,/users/66ae7eca03b813b415664b24,US,1 review,2024-08-03T21:02:41.000Z,Rated 1 out of 5 stars,Amazon is a thug,"Amazon is a thug, they are just working to rip you off. They try to get your money and don’t give you refund when receiving a product. Avoid this scammer company ",3-Aug-24
576,Donna,/users/5963b17f0000ff000aada352,US,10 reviews,2024-08-03T20:39:36.000Z,Rated 1 out of 5 stars,I had arrange for my past due to go out…,I had arrange for my past due to go out on August 1st 2024. They suspended my service! I made the past due amount on the 31st of July. Then the next day they took out another payment! Which made me short on my bills. The agent I talked to was rude! I been with Xfinity for awhile but seriously this was the last straw! Seriously thinking about leaving Xfinity. What happened to the customer is always right! Now I'm struggling to at my other bills because if Xfinity double charged ,1-Aug-24
